transaction_id,store,city,category,units_sold,unit_price,discount,date,revenue,discount_amount,net_revenue,month,day_of_week
10238,Store_C,Chicago,Groceries,44,370.12,0.02,2023-02-11,16285.28,325.7056,15959.574400000001,2,Saturday
10239,Store_C,Los Angeles,Clothing,3,370.12,0.02,2023-01-27,1110.3600000000001,22.207200000000004,1088.1528,1,Friday
10240,Store_A,Houston,Groceries,48,370.12,0.02,2023-03-08,17765.760000000002,355.31520000000006,17410.4448,3,Wednesday
10241,Store_D,Houston,Furniture,46,370.12,0.02,2023-05-12,17025.52,340.5104,16685.0096,5,Friday
10242,Store_C,Chicago,Electronics,14,370.12,0.02,2023-01-23,5181.68,103.6336,5078.0464,1,Monday
10243,Store_D,Los Angeles,Groceries,33,370.12,0.02,2023-05-29,12213.960000000001,244.27920000000003,11969.6808,5,Monday
10244,Store_C,Chicago,Furniture,40,370.12,0.02,2023-03-09,14804.8,296.096,14508.704,3,Thursday
10245,Store_D,Chicago,Electronics,5,370.12,0.02,2023-04-15,1850.6,37.012,1813.588,4,Saturday
10246,Store_B,Houston,Electronics,33,370.12,0.02,2023-06-04,12213.960000000001,244.27920000000003,11969.6808,6,Sunday
10247,Store_B,Chicago,Groceries,5,370.12,0.02,2023-06-22,1850.6,37.012,1813.588,6,Thursday
10248,Store_D,Houston,Groceries,19,370.12,0.02,2023-04-07,7032.28,140.6456,6891.6344,4,Friday
10249,Store_C,New York,Furniture,16,370.12,0.02,2023-04-03,5921.92,118.4384,5803.4816,4,Monday
10250,Store_B,Los Angeles,Clothing,42,370.12,0.02,2023-01-18,15545.04,310.9008,15234.139200000001,1,Wednesday
10251,Store_C,Houston,Groceries,48,370.12,0.02,2023-03-24,17765.760000000002,355.31520000000006,17410.4448,3,Friday
10252,Store_A,Houston,Electronics,41,370.12,0.02,2023-02-19,15174.92,303.4984,14871.4216,2,Sunday
10253,Store_C,Houston,Furniture,31,370.12,0.02,2023-02-07,11473.72,229.4744,11244.2456,2,Tuesday
10254,Store_A,Chicago,Clothing,44,370.12,0.02,2023-05-16,16285.28,325.7056,15959.574400000001,5,Tuesday
10255,Store_C,Houston,Electronics,48,370.12,0.02,2023-02-08,17765.760000000002,355.31520000000006,17410.4448,2,Wednesday
10256,Store_B,New York,Clothing,3,370.12,0.02,2023-01-10,1110.3600000000001,22.207200000000004,1088.1528,1,Tuesday
10257,Store_B,New York,Furniture,11,370.12,0.02,2023-02-24,4071.32,81.4264,3989.8936000000003,2,Friday
10258,Store_B,Chicago,Electronics,1,370.12,0.02,2023-05-28,370.12,7.4024,362.7176,5,Sunday
10259,Store_B,Los Angeles,Furniture,47,370.12,0.02,2023-03-06,17395.64,347.9128,17047.7272,3,Monday
10260,Store_C,Chicago,Electronics,6,370.12,0.02,2023-02-24,2220.7200000000003,44.41440000000001,2176.3056,2,Friday
10261,Store_A,Chicago,Electronics,44,370.12,0.02,2023-03-11,16285.28,325.7056,15959.574400000001,3,Saturday
10262,Store_C,Chicago,Groceries,12,370.12,0.02,2023-06-02,4441.4400000000005,88.82880000000002,4352.6112,6,Friday
10263,Store_C,Chicago,Electronics,36,370.12,0.02,2023-03-28,13324.32,266.4864,13057.8336,3,Tuesday
10264,Store_A,New York,Electronics,38,370.12,0.02,2023-02-06,14064.56,281.2912,13783.2688,2,Monday
10265,Store_D,Chicago,Groceries,25,370.12,0.02,2023-06-17,9253.0,185.06,9067.94,6,Saturday
10266,Store_B,Los Angeles,Electronics,17,370.12,0.02,2023-06-11,6292.04,125.8408,6166.1992,6,Sunday
10267,Store_B,Chicago,Electronics,8,370.12,0.02,2023-02-13,2960.96,59.2192,2901.7408,2,Monday
10268,Store_C,New York,Groceries,27,370.12,0.02,2023-03-20,9993.24,199.8648,9793.3752,3,Monday
10269,Store_A,New York,Electronics,39,370.12,0.02,2023-06-21,14434.68,288.6936,14145.9864,6,Wednesday
10270,Store_C,Chicago,Furniture,18,370.12,0.02,2023-05-25,6662.16,133.2432,6528.9168,5,Thursday
10271,Store_C,Houston,Groceries,13,370.12,0.02,2023-05-21,4811.56,96.23120000000002,4715.3288,5,Sunday
10272,Store_B,Chicago,Clothing,25,370.12,0.02,2023-03-26,9253.0,185.06,9067.94,3,Sunday
10273,Store_A,Houston,Electronics,45,370.12,0.02,2023-03-02,16655.4,333.10800000000006,16322.292000000001,3,Thursday
10274,Store_A,Houston,Furniture,27,370.12,0.02,2023-01-19,9993.24,199.8648,9793.3752,1,Thursday
10275,Store_A,Houston,Clothing,26,370.12,0.02,2023-06-17,9623.12,192.46240000000003,9430.6576,6,Saturday
10276,Store_B,Houston,Groceries,7,370.12,0.02,2023-01-05,2590.84,51.8168,2539.0232,1,Thursday
10277,Store_D,Los Angeles,Clothing,33,370.12,0.02,2023-05-02,12213.960000000001,244.27920000000003,11969.6808,5,Tuesday
10278,Store_B,Los Angeles,Electronics,3,370.12,0.02,2023-01-19,1110.3600000000001,22.207200000000004,1088.1528,1,Thursday
10279,Store_C,Houston,Furniture,47,370.12,0.02,2023-01-03,17395.64,347.9128,17047.7272,1,Tuesday
10280,Store_C,Houston,Groceries,11,370.12,0.02,2023-01-06,4071.32,81.4264,3989.8936000000003,1,Friday
10281,Store_D,Houston,Groceries,17,370.12,0.02,2023-05-20,6292.04,125.8408,6166.1992,5,Saturday
10282,Store_D,Houston,Electronics,24,370.12,0.02,2023-05-06,8882.880000000001,177.65760000000003,8705.2224,5,Saturday
10283,Store_A,Los Angeles,Electronics,40,370.12,0.02,2023-04-16,14804.8,296.096,14508.704,4,Sunday
10284,Store_A,Chicago,Groceries,33,370.12,0.02,2023-06-21,12213.960000000001,244.27920000000003,11969.6808,6,Wednesday
10285,Store_B,New York,Furniture,29,370.12,0.02,2023-02-22,10733.48,214.6696,10518.8104,2,Wednesday
10286,Store_A,New York,Clothing,17,370.12,0.02,2023-02-14,6292.04,125.8408,6166.1992,2,Tuesday
10287,Store_A,Houston,Groceries,22,370.12,0.02,2023-05-01,8142.64,162.8528,7979.787200000001,5,Monday
10288,Store_D,Chicago,Furniture,25,370.12,0.02,2023-06-14,9253.0,185.06,9067.94,6,Wednesday
10289,Store_A,New York,Electronics,12,370.12,0.02,2023-03-26,4441.4400000000005,88.82880000000002,4352.6112,3,Sunday
10290,Store_D,New York,Groceries,2,370.12,0.02,2023-02-03,740.24,14.8048,725.4352,2,Friday
10291,Store_A,Houston,Furniture,12,370.12,0.02,2023-01-05,4441.4400000000005,88.82880000000002,4352.6112,1,Thursday
10292,Store_C,New York,Groceries,29,370.12,0.02,2023-05-02,10733.48,214.6696,10518.8104,5,Tuesday
10293,Store_B,Houston,Electronics,10,370.12,0.02,2023-02-16,3701.2,74.024,3627.176,2,Thursday
10294,Store_D,Los Angeles,Groceries,11,370.12,0.02,2023-01-21,4071.32,81.4264,3989.8936000000003,1,Saturday
10295,Store_D,Los Angeles,Furniture,48,370.12,0.02,2023-05-31,17765.760000000002,355.31520000000006,17410.4448,5,Wednesday
10296,Store_A,Chicago,Electronics,36,370.12,0.02,2023-06-26,13324.32,266.4864,13057.8336,6,Monday
10297,Store_D,New York,Electronics,47,370.12,0.02,2023-02-23,17395.64,347.9128,17047.7272,2,Thursday
10298,Store_B,Chicago,Clothing,5,370.12,0.02,2023-04-07,1850.6,37.012,1813.588,4,Friday
10299,Store_D,Chicago,Clothing,32,370.12,0.02,2023-06-11,11843.84,236.8768,11606.9632,6,Sunday
10300,Store_D,Chicago,Groceries,42,370.12,0.02,2023-05-27,15545.04,310.9008,15234.139200000001,5,Saturday
10301,Store_A,Chicago,Clothing,22,370.12,0.02,2023-06-17,8142.64,162.8528,7979.787200000001,6,Saturday
10302,Store_D,Chicago,Clothing,10,370.12,0.02,2023-01-19,3701.2,74.024,3627.176,1,Thursday
10303,Store_A,New York,Clothing,9,370.12,0.02,2023-06-24,3331.08,66.6216,3264.4584,6,Saturday
10304,Store_D,Los Angeles,Groceries,29,370.12,0.02,2023-01-22,10733.48,214.6696,10518.8104,1,Sunday
10305,Store_B,Houston,Groceries,40,370.12,0.02,2023-05-31,14804.8,296.096,14508.704,5,Wednesday
10306,Store_D,Houston,Groceries,8,370.12,0.02,2023-02-20,2960.96,59.2192,2901.7408,2,Monday
10307,Store_C,Chicago,Clothing,19,370.12,0.02,2023-06-19,7032.28,140.6456,6891.6344,6,Monday
10308,Store_D,Houston,Furniture,14,370.12,0.02,2023-01-11,5181.68,103.6336,5078.0464,1,Wednesday
10309,Store_C,New York,Electronics,26,370.12,0.02,2023-03-13,9623.12,192.46240000000003,9430.6576,3,Monday
10310,Store_B,Houston,Clothing,21,370.12,0.02,2023-04-07,7772.52,155.4504,7617.069600000001,4,Friday
10311,Store_D,Chicago,Electronics,45,370.12,0.02,2023-06-03,16655.4,333.10800000000006,16322.292000000001,6,Saturday
10312,Store_C,Chicago,Groceries,40,370.12,0.02,2023-04-15,14804.8,296.096,14508.704,4,Saturday
10313,Store_C,Houston,Electronics,11,370.12,0.02,2023-03-15,4071.32,81.4264,3989.8936000000003,3,Wednesday
10314,Store_C,Chicago,Electronics,42,370.12,0.02,2023-01-11,15545.04,310.9008,15234.139200000001,1,Wednesday
10315,Store_C,Chicago,Groceries,5,370.12,0.02,2023-05-27,1850.6,37.012,1813.588,5,Saturday
10316,Store_B,Los Angeles,Groceries,45,370.12,0.02,2023-06-23,16655.4,333.10800000000006,16322.292000000001,6,Friday
10317,Store_C,Chicago,Clothing,35,370.12,0.02,2023-06-02,12954.2,259.084,12695.116,6,Friday
10318,Store_B,Los Angeles,Electronics,24,370.12,0.02,2023-06-08,8882.880000000001,177.65760000000003,8705.2224,6,Thursday
10319,Store_B,Chicago,Clothing,11,370.12,0.02,2023-03-23,4071.32,81.4264,3989.8936000000003,3,Thursday
10320,Store_D,Chicago,Electronics,35,370.12,0.02,2023-02-23,12954.2,259.084,12695.116,2,Thursday
10321,Store_C,Houston,Clothing,17,370.12,0.02,2023-04-02,6292.04,125.8408,6166.1992,4,Sunday
10322,Store_D,Los Angeles,Groceries,2,370.12,0.02,2023-01-21,740.24,14.8048,725.4352,1,Saturday
10323,Store_B,Chicago,Furniture,33,370.12,0.02,2023-05-23,12213.960000000001,244.27920000000003,11969.6808,5,Tuesday
10324,Store_A,Chicago,Groceries,42,370.12,0.02,2023-01-04,15545.04,310.9008,15234.139200000001,1,Wednesday
10325,Store_C,Houston,Electronics,21,370.12,0.02,2023-03-06,7772.52,155.4504,7617.069600000001,3,Monday
10326,Store_A,Los Angeles,Electronics,48,370.12,0.02,2023-04-13,17765.760000000002,355.31520000000006,17410.4448,4,Thursday
10327,Store_B,Houston,Furniture,13,370.12,0.02,2023-05-11,4811.56,96.23120000000002,4715.3288,5,Thursday
10328,Store_D,Chicago,Furniture,47,370.12,0.02,2023-05-30,17395.64,347.9128,17047.7272,5,Tuesday
10329,Store_D,New York,Groceries,7,370.12,0.02,2023-04-04,2590.84,51.8168,2539.0232,4,Tuesday
10330,Store_B,Chicago,Groceries,48,370.12,0.02,2023-03-16,17765.760000000002,355.31520000000006,17410.4448,3,Thursday
10331,Store_D,Chicago,Electronics,13,370.12,0.02,2023-06-29,4811.56,96.23120000000002,4715.3288,6,Thursday
10332,Store_D,Los Angeles,Electronics,34,370.12,0.02,2023-06-25,12584.08,251.6816,12332.3984,6,Sunday
10333,Store_B,Chicago,Furniture,34,370.12,0.02,2023-04-14,12584.08,251.6816,12332.3984,4,Friday
10334,Store_B,Chicago,Groceries,35,370.12,0.02,2023-05-23,12954.2,259.084,12695.116,5,Tuesday
10335,Store_C,Houston,Groceries,34,370.12,0.02,2023-03-08,12584.08,251.6816,12332.3984,3,Wednesday
10336,Store_D,Los Angeles,Electronics,11,370.12,0.02,2023-01-22,4071.32,81.4264,3989.8936000000003,1,Sunday
10337,Store_A,Houston,Electronics,28,370.12,0.02,2023-03-30,10363.36,207.2672,10156.0928,3,Thursday
10338,Store_C,New York,Electronics,23,370.12,0.02,2023-01-07,8512.76,170.2552,8342.5048,1,Saturday
10339,Store_A,New York,Groceries,19,370.12,0.02,2023-01-02,7032.28,140.6456,6891.6344,1,Monday
10340,Store_C,New York,Groceries,19,370.12,0.02,2023-03-25,7032.28,140.6456,6891.6344,3,Saturday
10341,Store_D,Los Angeles,Groceries,42,370.12,0.02,2023-06-28,15545.04,310.9008,15234.139200000001,6,Wednesday
10342,Store_C,New York,Electronics,37,370.12,0.02,2023-03-24,13694.44,273.8888,13420.5512,3,Friday
10343,Store_B,Chicago,Electronics,10,370.12,0.02,2023-02-01,3701.2,74.024,3627.176,2,Wednesday
10344,Store_B,New York,Furniture,19,370.12,0.02,2023-01-11,7032.28,140.6456,6891.6344,1,Wednesday
10345,Store_B,Houston,Clothing,11,370.12,0.02,2023-03-16,4071.32,81.4264,3989.8936000000003,3,Thursday
10346,Store_D,Chicago,Electronics,26,370.12,0.02,2023-05-09,9623.12,192.46240000000003,9430.6576,5,Tuesday
10347,Store_A,New York,Furniture,30,370.12,0.02,2023-03-11,11103.6,222.072,10881.528,3,Saturday
10348,Store_B,Los Angeles,Clothing,36,370.12,0.02,2023-04-19,13324.32,266.4864,13057.8336,4,Wednesday
10349,Store_C,Chicago,Furniture,2,370.12,0.02,2023-05-04,740.24,14.8048,725.4352,5,Thursday
10350,Store_A,New York,Electronics,31,370.12,0.02,2023-04-21,11473.72,229.4744,11244.2456,4,Friday
10351,Store_D,Chicago,Clothing,34,370.12,0.02,2023-06-02,12584.08,251.6816,12332.3984,6,Friday
10352,Store_C,Los Angeles,Furniture,6,370.12,0.02,2023-06-11,2220.7200000000003,44.41440000000001,2176.3056,6,Sunday
10353,Store_D,Houston,Clothing,13,370.12,0.02,2023-05-31,4811.56,96.23120000000002,4715.3288,5,Wednesday
10354,Store_D,Los Angeles,Clothing,43,370.12,0.02,2023-01-25,15915.16,318.3032,15596.8568,1,Wednesday
10355,Store_A,Chicago,Clothing,25,370.12,0.02,2023-02-23,9253.0,185.06,9067.94,2,Thursday
10356,Store_C,Los Angeles,Electronics,17,370.12,0.02,2023-06-04,6292.04,125.8408,6166.1992,6,Sunday
10357,Store_D,Houston,Furniture,2,370.12,0.02,2023-04-15,740.24,14.8048,725.4352,4,Saturday
10358,Store_A,Chicago,Clothing,5,370.12,0.02,2023-02-15,1850.6,37.012,1813.588,2,Wednesday
10359,Store_D,New York,Groceries,29,370.12,0.02,2023-03-05,10733.48,214.6696,10518.8104,3,Sunday
10360,Store_C,Houston,Groceries,40,370.12,0.02,2023-04-03,14804.8,296.096,14508.704,4,Monday
10361,Store_B,Houston,Clothing,28,370.12,0.02,2023-01-03,10363.36,207.2672,10156.0928,1,Tuesday
10362,Store_D,Houston,Groceries,16,370.12,0.02,2023-06-03,5921.92,118.4384,5803.4816,6,Saturday
10363,Store_A,Chicago,Groceries,37,370.12,0.02,2023-01-17,13694.44,273.8888,13420.5512,1,Tuesday
10364,Store_B,Houston,Furniture,25,370.12,0.02,2023-03-01,9253.0,185.06,9067.94,3,Wednesday
10365,Store_B,Chicago,Furniture,27,370.12,0.02,2023-01-25,9993.24,199.8648,9793.3752,1,Wednesday
10366,Store_B,Los Angeles,Electronics,29,370.12,0.02,2023-01-04,10733.48,214.6696,10518.8104,1,Wednesday
10367,Store_D,Houston,Electronics,42,370.12,0.02,2023-01-25,15545.04,310.9008,15234.139200000001,1,Wednesday
10368,Store_C,New York,Clothing,41,370.12,0.02,2023-03-25,15174.92,303.4984,14871.4216,3,Saturday
10369,Store_C,Los Angeles,Clothing,33,370.12,0.02,2023-02-08,12213.960000000001,244.27920000000003,11969.6808,2,Wednesday
10370,Store_B,Houston,Furniture,5,370.12,0.02,2023-04-16,1850.6,37.012,1813.588,4,Sunday
10371,Store_D,Houston,Electronics,5,370.12,0.02,2023-06-20,1850.6,37.012,1813.588,6,Tuesday
10372,Store_B,Los Angeles,Groceries,7,370.12,0.02,2023-03-27,2590.84,51.8168,2539.0232,3,Monday
10373,Store_A,New York,Clothing,22,370.12,0.02,2023-04-12,8142.64,162.8528,7979.787200000001,4,Wednesday
10374,Store_B,Chicago,Groceries,24,370.12,0.02,2023-01-14,8882.880000000001,177.65760000000003,8705.2224,1,Saturday
10375,Store_C,Los Angeles,Furniture,39,370.12,0.02,2023-06-04,14434.68,288.6936,14145.9864,6,Sunday
10376,Store_A,Chicago,Groceries,6,370.12,0.02,2023-04-10,2220.7200000000003,44.41440000000001,2176.3056,4,Monday
10377,Store_C,Chicago,Groceries,6,370.12,0.02,2023-02-27,2220.7200000000003,44.41440000000001,2176.3056,2,Monday
10378,Store_D,Los Angeles,Groceries,43,370.12,0.02,2023-02-24,15915.16,318.3032,15596.8568,2,Friday
10379,Store_B,Houston,Clothing,24,370.12,0.02,2023-05-23,8882.880000000001,177.65760000000003,8705.2224,5,Tuesday
10380,Store_B,New York,Furniture,37,370.12,0.02,2023-06-28,13694.44,273.8888,13420.5512,6,Wednesday
10381,Store_D,Houston,Groceries,23,370.12,0.02,2023-06-23,8512.76,170.2552,8342.5048,6,Friday
10382,Store_A,Houston,Furniture,18,370.12,0.02,2023-06-04,6662.16,133.2432,6528.9168,6,Sunday
10383,Store_C,Los Angeles,Groceries,6,370.12,0.02,2023-04-22,2220.7200000000003,44.41440000000001,2176.3056,4,Saturday
10384,Store_C,Los Angeles,Groceries,1,370.12,0.02,2023-03-22,370.12,7.4024,362.7176,3,Wednesday
10385,Store_D,Houston,Furniture,4,370.12,0.02,2023-02-11,1480.48,29.6096,1450.8704,2,Saturday
10386,Store_C,New York,Groceries,34,370.12,0.02,2023-06-20,12584.08,251.6816,12332.3984,6,Tuesday
10387,Store_B,Houston,Groceries,48,370.12,0.02,2023-04-06,17765.760000000002,355.31520000000006,17410.4448,4,Thursday
10388,Store_D,New York,Groceries,8,370.12,0.02,2023-03-17,2960.96,59.2192,2901.7408,3,Friday
10389,Store_A,Houston,Furniture,1,370.12,0.02,2023-03-10,370.12,7.4024,362.7176,3,Friday
10390,Store_B,Los Angeles,Groceries,38,370.12,0.02,2023-06-06,14064.56,281.2912,13783.2688,6,Tuesday
10391,Store_D,Los Angeles,Groceries,3,370.12,0.02,2023-01-05,1110.3600000000001,22.207200000000004,1088.1528,1,Thursday
10392,Store_B,Chicago,Clothing,8,370.12,0.02,2023-05-16,2960.96,59.2192,2901.7408,5,Tuesday
10393,Store_D,New York,Furniture,33,370.12,0.02,2023-03-18,12213.960000000001,244.27920000000003,11969.6808,3,Saturday
10394,Store_B,Houston,Clothing,2,370.12,0.02,2023-02-21,740.24,14.8048,725.4352,2,Tuesday
10395,Store_C,Chicago,Clothing,49,370.12,0.02,2023-04-18,18135.88,362.7176,17773.1624,4,Tuesday
10396,Store_C,Houston,Clothing,19,370.12,0.02,2023-05-17,7032.28,140.6456,6891.6344,5,Wednesday
10397,Store_C,Los Angeles,Clothing,33,370.12,0.02,2023-03-12,12213.960000000001,244.27920000000003,11969.6808,3,Sunday
10398,Store_B,New York,Furniture,39,370.12,0.02,2023-01-11,14434.68,288.6936,14145.9864,1,Wednesday
10399,Store_B,Chicago,Clothing,6,370.12,0.02,2023-05-31,2220.7200000000003,44.41440000000001,2176.3056,5,Wednesday
10400,Store_B,Los Angeles,Electronics,19,370.12,0.02,2023-04-12,7032.28,140.6456,6891.6344,4,Wednesday
10401,Store_C,New York,Electronics,28,370.12,0.02,2023-03-25,10363.36,207.2672,10156.0928,3,Saturday
10402,Store_C,Houston,Electronics,28,370.12,0.02,2023-05-27,10363.36,207.2672,10156.0928,5,Saturday
10403,Store_D,Chicago,Clothing,20,370.12,0.02,2023-04-10,7402.4,148.048,7254.352,4,Monday
10404,Store_D,New York,Furniture,10,370.12,0.02,2023-04-17,3701.2,74.024,3627.176,4,Monday
10405,Store_A,Los Angeles,Groceries,6,370.12,0.02,2023-05-29,2220.7200000000003,44.41440000000001,2176.3056,5,Monday
10406,Store_C,Houston,Groceries,42,370.12,0.02,2023-05-12,15545.04,310.9008,15234.139200000001,5,Friday
10407,Store_D,Chicago,Furniture,16,370.12,0.02,2023-01-16,5921.92,118.4384,5803.4816,1,Monday
10408,Store_B,New York,Clothing,9,370.12,0.02,2023-03-01,3331.08,66.6216,3264.4584,3,Wednesday
10409,Store_B,Chicago,Groceries,3,370.12,0.02,2023-02-23,1110.3600000000001,22.207200000000004,1088.1528,2,Thursday
10410,Store_A,New York,Clothing,39,370.12,0.02,2023-05-20,14434.68,288.6936,14145.9864,5,Saturday
10411,Store_C,Chicago,Furniture,15,370.12,0.02,2023-02-23,5551.8,111.036,5440.764,2,Thursday
10412,Store_D,Chicago,Furniture,10,370.12,0.02,2023-04-03,3701.2,74.024,3627.176,4,Monday
10413,Store_A,Houston,Clothing,7,370.12,0.02,2023-02-24,2590.84,51.8168,2539.0232,2,Friday
10414,Store_A,New York,Groceries,48,370.12,0.02,2023-06-21,17765.760000000002,355.31520000000006,17410.4448,6,Wednesday
10415,Store_D,Los Angeles,Electronics,38,370.12,0.02,2023-01-08,14064.56,281.2912,13783.2688,1,Sunday
10416,Store_C,Chicago,Electronics,29,370.12,0.02,2023-04-05,10733.48,214.6696,10518.8104,4,Wednesday
10417,Store_A,New York,Clothing,22,370.12,0.02,2023-03-22,8142.64,162.8528,7979.787200000001,3,Wednesday
10418,Store_C,Houston,Furniture,9,370.12,0.02,2023-03-24,3331.08,66.6216,3264.4584,3,Friday
10419,Store_B,New York,Groceries,31,370.12,0.02,2023-05-19,11473.72,229.4744,11244.2456,5,Friday
10420,Store_C,Los Angeles,Electronics,25,370.12,0.02,2023-05-11,9253.0,185.06,9067.94,5,Thursday
10421,Store_C,New York,Furniture,17,370.12,0.02,2023-03-21,6292.04,125.8408,6166.1992,3,Tuesday
10422,Store_A,Los Angeles,Electronics,21,370.12,0.02,2023-03-16,7772.52,155.4504,7617.069600000001,3,Thursday
10423,Store_A,Los Angeles,Furniture,44,370.12,0.02,2023-02-14,16285.28,325.7056,15959.574400000001,2,Tuesday
10424,Store_B,Los Angeles,Clothing,5,370.12,0.02,2023-01-27,1850.6,37.012,1813.588,1,Friday
10425,Store_C,New York,Groceries,12,370.12,0.02,2023-04-30,4441.4400000000005,88.82880000000002,4352.6112,4,Sunday
10426,Store_B,Chicago,Clothing,48,370.12,0.02,2023-01-09,17765.760000000002,355.31520000000006,17410.4448,1,Monday
10427,Store_B,Chicago,Electronics,15,370.12,0.02,2023-04-04,5551.8,111.036,5440.764,4,Tuesday
10428,Store_A,New York,Groceries,22,370.12,0.02,2023-02-17,8142.64,162.8528,7979.787200000001,2,Friday
10429,Store_A,Los Angeles,Clothing,9,370.12,0.02,2023-01-23,3331.08,66.6216,3264.4584,1,Monday
10430,Store_C,Houston,Clothing,3,370.12,0.02,2023-01-02,1110.3600000000001,22.207200000000004,1088.1528,1,Monday
10431,Store_D,Chicago,Furniture,40,370.12,0.02,2023-01-30,14804.8,296.096,14508.704,1,Monday
10432,Store_B,Chicago,Furniture,20,370.12,0.02,2023-05-24,7402.4,148.048,7254.352,5,Wednesday
10433,Store_C,Houston,Furniture,32,370.12,0.02,2023-04-06,11843.84,236.8768,11606.9632,4,Thursday
10434,Store_D,Houston,Furniture,22,370.12,0.02,2023-04-26,8142.64,162.8528,7979.787200000001,4,Wednesday
10435,Store_D,Chicago,Electronics,37,370.12,0.02,2023-02-13,13694.44,273.8888,13420.5512,2,Monday
10436,Store_C,Chicago,Electronics,35,370.12,0.02,2023-04-22,12954.2,259.084,12695.116,4,Saturday
10437,Store_C,Los Angeles,Clothing,18,370.12,0.02,2023-03-17,6662.16,133.2432,6528.9168,3,Friday
10438,Store_C,New York,Furniture,3,370.12,0.02,2023-01-04,1110.3600000000001,22.207200000000004,1088.1528,1,Wednesday
10439,Store_C,Los Angeles,Clothing,9,370.12,0.02,2023-04-27,3331.08,66.6216,3264.4584,4,Thursday
10440,Store_D,Chicago,Clothing,19,370.12,0.02,2023-02-03,7032.28,140.6456,6891.6344,2,Friday
10441,Store_D,New York,Furniture,13,370.12,0.02,2023-05-19,4811.56,96.23120000000002,4715.3288,5,Friday
10442,Store_A,Houston,Groceries,38,370.12,0.02,2023-02-22,14064.56,281.2912,13783.2688,2,Wednesday
10443,Store_B,Houston,Electronics,18,370.12,0.02,2023-01-12,6662.16,133.2432,6528.9168,1,Thursday
10444,Store_A,Los Angeles,Furniture,12,370.12,0.02,2023-06-02,4441.4400000000005,88.82880000000002,4352.6112,6,Friday
10445,Store_D,Chicago,Clothing,3,370.12,0.02,2023-03-26,1110.3600000000001,22.207200000000004,1088.1528,3,Sunday
10446,Store_A,Chicago,Clothing,46,370.12,0.02,2023-05-08,17025.52,340.5104,16685.0096,5,Monday
10447,Store_D,Los Angeles,Electronics,23,370.12,0.02,2023-06-26,8512.76,170.2552,8342.5048,6,Monday
10448,Store_D,New York,Electronics,45,370.12,0.02,2023-02-16,16655.4,333.10800000000006,16322.292000000001,2,Thursday
10449,Store_C,Houston,Electronics,43,370.12,0.02,2023-03-07,15915.16,318.3032,15596.8568,3,Tuesday
10450,Store_A,Chicago,Electronics,5,370.12,0.02,2023-02-13,1850.6,37.012,1813.588,2,Monday
10451,Store_D,Los Angeles,Clothing,36,370.12,0.02,2023-01-27,13324.32,266.4864,13057.8336,1,Friday
10452,Store_A,Chicago,Clothing,20,370.12,0.02,2023-02-01,7402.4,148.048,7254.352,2,Wednesday
10453,Store_C,Los Angeles,Groceries,14,370.12,0.02,2023-05-20,5181.68,103.6336,5078.0464,5,Saturday
10454,Store_D,Los Angeles,Furniture,38,370.12,0.02,2023-05-01,14064.56,281.2912,13783.2688,5,Monday
10455,Store_B,Chicago,Furniture,21,370.12,0.02,2023-03-06,7772.52,155.4504,7617.069600000001,3,Monday
10456,Store_D,Chicago,Clothing,36,370.12,0.02,2023-02-11,13324.32,266.4864,13057.8336,2,Saturday
10457,Store_C,New York,Furniture,46,370.12,0.02,2023-04-17,17025.52,340.5104,16685.0096,4,Monday
10458,Store_D,Houston,Furniture,49,370.12,0.02,2023-03-29,18135.88,362.7176,17773.1624,3,Wednesday
10459,Store_D,Los Angeles,Clothing,25,370.12,0.02,2023-04-10,9253.0,185.06,9067.94,4,Monday
10460,Store_B,Los Angeles,Clothing,49,370.12,0.02,2023-01-15,18135.88,362.7176,17773.1624,1,Sunday
10461,Store_D,Houston,Furniture,9,370.12,0.02,2023-06-22,3331.08,66.6216,3264.4584,6,Thursday
10462,Store_A,Houston,Groceries,36,370.12,0.02,2023-04-02,13324.32,266.4864,13057.8336,4,Sunday
10463,Store_C,New York,Electronics,26,370.12,0.02,2023-05-01,9623.12,192.46240000000003,9430.6576,5,Monday
10464,Store_A,Chicago,Electronics,43,370.12,0.02,2023-05-10,15915.16,318.3032,15596.8568,5,Wednesday
10465,Store_A,New York,Clothing,4,370.12,0.02,2023-04-11,1480.48,29.6096,1450.8704,4,Tuesday
10466,Store_B,Houston,Groceries,39,370.12,0.02,2023-06-16,14434.68,288.6936,14145.9864,6,Friday
10467,Store_D,New York,Furniture,5,370.12,0.02,2023-01-25,1850.6,37.012,1813.588,1,Wednesday
10468,Store_D,New York,Groceries,9,370.12,0.02,2023-06-05,3331.08,66.6216,3264.4584,6,Monday
10469,Store_D,Houston,Furniture,30,370.12,0.02,2023-03-18,11103.6,222.072,10881.528,3,Saturday
10470,Store_D,Chicago,Clothing,36,370.12,0.02,2023-01-02,13324.32,266.4864,13057.8336,1,Monday
10471,Store_A,Chicago,Furniture,1,370.12,0.02,2023-04-22,370.12,7.4024,362.7176,4,Saturday
10472,Store_B,Houston,Electronics,16,370.12,0.02,2023-06-23,5921.92,118.4384,5803.4816,6,Friday
10473,Store_B,Chicago,Furniture,28,370.12,0.02,2023-01-07,10363.36,207.2672,10156.0928,1,Saturday
